ChEMBL ID,InChI Key,Name,SMILES,Type,Max Phase,Targets,Bioactivities,MW,LogP,MolMR,H Donors,H Acceptors,TPSA,Heavy Atom Count,Aromatic Rings,Rotatable Bonds,Ring Count
CHEMBL2107495,DDVJEYDLTXRYAJ-UHFFFAOYSA-N,TEMAFLOXACIN HYDROCHLORIDE,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1.Cl,Small molecule,4.0,0.0,0.0,453.848,3.3261000000000016,113.30400000000004,2.0,5.0,74.57,31.0,3.0,3.0,4.0
CHEMBL2096646,GMUQJDAYXZXBOT-UHFFFAOYSA-M,AMINOSALICYLATE SODIUM,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],Small molecule,4.0,4.0,6.0,211.149,-5.307499999999997,44.077300000000015,2.0,4.0,149.38,14.0,1.0,1.0,1.0
CHEMBL1200357,GRIXGZQULWMCLU-HUTAOCTPSA-L,MOXALACTAM DISODIUM,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+],Small molecule,4.0,18.0,51.0,564.4440000000004,-9.78910000000001,111.87850000000002,2.0,14.0,211.95999999999995,38.0,2.0,9.0,4.0
CHEMBL4594394,QWZIZKOBUUSCLO-UHFFFAOYSA-L,MAGNESIUM OXYBATE,O=C([O-])CCCO.O=C([O-])CCCO.[Mg+2],Small molecule,4.0,0.0,0.0,230.49899999999997,-3.3631999999999986,48.40760000000003,2.0,6.0,120.72000000000001,15.0,0.0,6.0,0.0
CHEMBL1200341,NXNSCUZKMVYAJQ-UHFFFAOYSA-N,INDECAINIDE HYDROCHLORIDE,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21.Cl,Small molecule,4.0,0.0,0.0,344.886,3.638400000000002,101.47310000000004,2.0,2.0,55.12,24.0,2.0,6.0,3.0
CHEMBL2364720,ORMNNUPLFAPCFD-DVLYDCSHSA-M,PHENETHICILLIN POTASSIUM,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[K+],Small molecule,4.0,3.0,3.0,402.51300000000015,-3.2450999999999963,89.56170000000004,1.0,6.0,98.77000000000001,26.0,1.0,5.0,3.0
CHEMBL2106829,KJUHIXIWKSVBKB-UHFFFAOYSA-N,METHAQUALONE HYDROCHLORIDE,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl,Small molecule,4.0,0.0,0.0,286.762,3.424340000000002,84.06200000000003,0.0,3.0,34.89,20.0,3.0,1.0,3.0
CHEMBL4297390,ZOAIEFWMQLYMTF-PEHXSSJGSA-N,NM-404 I-124,C[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCCCCCCCCc1ccc([124I])cc1,Small molecule,2.0,0.0,0.0,634.6262099000005,8.283100000000008,159.14489999999967,0.0,4.0,58.59,36.0,1.0,24.0,1.0
CHEMBL2107560,KDQPSPMLNJTZAL-UHFFFAOYSA-L,"SODIUM PHOSPHATE, DIBASIC",O.O.O=P([O-])([O-])O.[Na+].[Na+],Small molecule,4.0,0.0,0.0,177.98800000000003,-9.833999999999998,17.052899999999998,1.0,3.0,146.42,9.0,0.0,0.0,0.0
CHEMBL1200757,NPIJXCQZLFKBMV-YTGGZNJNSA-L,PANCURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],Small molecule,4.0,16.0,23.0,732.6830000000001,0.11850000000000938,160.71579999999972,0.0,4.0,52.6,43.0,0.0,4.0,6.0
CHEMBL1200424,HVASDHJNLYRZEA-UHFFFAOYSA-I,PENTETATE ZINC TRISODIUM,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Zn+2],Small molecule,4.0,0.0,0.0,522.6690000000002,-18.34859999999998,74.35500000000003,0.0,13.0,210.37,31.0,0.0,16.0,0.0
CHEMBL30219,KDXZREBVGAGZHS-UHFFFAOYSA-M,METHOHEXITAL SODIUM,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],Small molecule,4.0,2.0,7.0,284.291,-2.682699999999996,69.69000000000003,0.0,3.0,72.8,20.0,0.0,3.0,1.0
CHEMBL4650282,UPPAAWQBZQBNIE-USRGLUTNSA-N,DS-1001B,CC(C)(C)N.Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,Small molecule,2.0,0.0,0.0,608.9250000000003,8.299420000000007,158.11669999999975,2.0,6.0,111.35000000000001,40.0,4.0,5.0,4.0
CHEMBL1200487,CWCSCNSKBSCYCS-UHFFFAOYSA-M,ETHACRYNATE SODIUM,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl.[Na+],Small molecule,4.0,1.0,2.0,325.12299999999993,-0.7250000000000003,70.72550000000003,0.0,4.0,66.43,20.0,1.0,6.0,1.0
CHEMBL3989461,UWBXIFCTIZXXLS-PTZVIXQTSA-L,ROSE BENGAL SODIUM I 131,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc([131I])c(=O)c(I)c-2oc2c(I)c([O-])c([131I])cc12.[Na+].[Na+],Small molecule,4.0,0.0,0.0,1025.6432492,1.0418999999999996,159.22650000000002,0.0,5.0,93.4,35.0,2.0,2.0,4.0
CHEMBL447977,MKJQESRCXYYHFR-UHFFFAOYSA-N,PACTIMIBE SULFATE,CCCCCCCCN1CCc2c(C)c(CC(=O)O)c(C)c(NC(=O)C(C)(C)C)c21.CCCCCCCCN1CCc2c(C)c(CC(=O)O)c(C)c(NC(=O)C(C)(C)C)c21.O=S(=O)(O)O,Small molecule,2.0,1.0,2.0,931.2909999999998,10.62348,263.44439999999923,6.0,8.0,213.88,65.0,2.0,20.0,4.0
CHEMBL1707007,QKPLRMLTKYXDST-NSEZLWDYSA-N,GLUCOSAMINE HYDROCHLORIDE,Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,Small molecule,4.0,7.0,7.0,215.63299999999998,-2.8332,45.202600000000025,5.0,6.0,116.17000000000002,13.0,0.0,1.0,1.0
CHEMBL3989646,XIDFCZTVVCWBGN-UHFFFAOYSA-N,PIRBUTEROL HYDROCHLORIDE,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1.Cl.Cl,Small molecule,4.0,0.0,0.0,313.22499999999997,1.5446000000000004,79.03610000000002,4.0,5.0,85.61,19.0,1.0,4.0,1.0
CHEMBL4594270,SQXUKOJKIWCALK-PKLMIRHRSA-N,VENGLUSTAT MALATE,CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1.O=C(O)CC(O)C(=O)O,Small molecule,2.0,0.0,0.0,523.5830000000002,2.9113,128.99810000000008,4.0,8.0,149.29,36.0,2.0,7.0,5.0
CHEMBL1201000,AFDJQFFKYDCYIG-JSGFVSQVSA-M,NITROFURANTOIN SODIUM,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],Small molecule,4.0,0.0,0.0,260.14099999999996,-2.138399999999999,53.42440000000001,0.0,6.0,120.12,18.0,1.0,3.0,2.0
CHEMBL1200599,VMIZTXDGZPTKIK-UHFFFAOYSA-N,DIFENOXIN HYDROCHLORIDE,Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,Small molecule,4.0,0.0,0.0,461.00500000000017,5.426580000000005,132.57179999999994,1.0,3.0,64.33,33.0,3.0,7.0,4.0
CHEMBL2359093,UWBXIFCTIZXXLS-UHFFFAOYSA-L,ROSE BENGAL SODIUM,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],Small molecule,4.0,23.0,84.0,1017.639,1.0418999999999996,159.22650000000002,0.0,5.0,93.4,35.0,2.0,2.0,4.0
CHEMBL1201172,UYIPQECISAQMIU-WZTVWXICSA-N,IODAMIDE MEGLUMINE,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Small molecule,4.0,0.0,0.0,823.1570000000004,-0.5652000000000001,148.41639999999995,9.0,9.0,208.67999999999998,34.0,1.0,10.0,1.0
CHEMBL1354199,CXYRUNPLKGGUJF-RAFJPFSSSA-M,METHSCOPOLAMINE BROMIDE,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],Small molecule,4.0,6.0,13.0,398.2970000000001,-1.9332999999999958,83.72820000000006,1.0,4.0,59.06,24.0,1.0,4.0,4.0
CHEMBL1200483,VJNXVAVKCZJOFQ-UHFFFAOYSA-N,PHENMETRAZINE HYDROCHLORIDE,CC1NCCOC1c1ccccc1.Cl,Small molecule,4.0,1.0,6.0,213.70800000000003,2.1578000000000004,59.84770000000004,1.0,2.0,21.259999999999998,14.0,1.0,1.0,2.0
CHEMBL3188576,CZWJCQXZZJHHRH-YCRXJPFRSA-N,DIHYDROSTREPTOMYCIN SULFATE,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,Small molecule,4.0,3.0,3.0,1461.4290000000015,-17.85511999999997,307.3736,36.0,36.0,892.9800000000006,95.0,0.0,18.0,6.0
CHEMBL1128,BXKDSDJJOVIHMX-UHFFFAOYSA-N,EDROPHONIUM CHLORIDE,CC[N+](C)(C)c1cccc(O)c1.[Cl-],Small molecule,4.0,22.0,66.0,201.69699999999997,-1.0169999999999997,52.28980000000004,1.0,1.0,20.23,13.0,1.0,2.0,1.0
CHEMBL1609430,XNXVOSBNFZWHBV-UHFFFAOYSA-N,METHOXYAMINE HYDROCHLORIDE,CON.Cl,Small molecule,1.0,5.0,7.0,83.51799999999999,-0.07169999999999993,18.4444,1.0,2.0,35.25,4.0,0.0,0.0,0.0
CHEMBL2023895,XVTQTNAKZYLTNZ-HFPMQDOPSA-N,HYDROXYSTILBAMIDINE ISETHIONATE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,Small molecule,4.0,1.0,3.0,532.5970000000002,-0.13625999999999872,132.51180000000002,9.0,9.0,269.16999999999996,35.0,2.0,8.0,2.0
CHEMBL1200432,QSRVZCCJDKYRRF-YDALLXLXSA-N,METHYLDOPATE HYDROCHLORIDE,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,Small molecule,4.0,3.0,11.0,275.732,1.3425999999999993,69.94900000000001,3.0,5.0,92.78,18.0,1.0,4.0,1.0
CHEMBL4594231,LNBGFESBSAEKAE-VRWDCWMNSA-N,IODOXAMATE MEGLUMINE,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,Small molecule,4.0,0.0,0.0,1678.3519999999999,-0.5821999999999878,302.95340000000033,16.0,20.0,396.0799999999999,70.0,2.0,31.0,2.0
CHEMBL1201071,WXDJNRXQVCECPF-FMZCEJRJSA-N,TETRACYCLINE PHOSPHATE COMPLEX,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O=P(O)(O)O,Small molecule,4.0,0.0,0.0,542.4340000000003,-1.142999999999998,123.80380000000002,9.0,10.0,259.37999999999994,37.0,1.0,2.0,4.0
CHEMBL4594399,JWUBBDSIWDLEOM-QFVHMXLQSA-N,D6-25-HYDROXYVITAMIN D3,[2H]C([2H])([2H])C(O)(CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)CCC3=C)CCC[C@]12C)C([2H])([2H])[2H],Small molecule,1.0,0.0,0.0,406.6836106680003,6.733900000000007,122.64860000000006,2.0,2.0,40.46,29.0,0.0,8.0,3.0
CHEMBL536971,VKDGNNYJFSHYKD-UHFFFAOYSA-N,L-EFLORNITHINE HYDROCHLORIDE,Cl.NCCCC(N)(C(=O)O)C(F)F,Small molecule,2.0,23.0,33.0,218.631,0.19429999999999997,46.094600000000014,3.0,3.0,89.34,13.0,0.0,5.0,0.0
CHEMBL1200425,BCXCABRDBBWWGY-UHFFFAOYSA-N,PARGYLINE HYDROCHLORIDE,C#CCN(C)Cc1ccccc1.Cl,Small molecule,4.0,17.0,33.0,195.693,2.1734000000000004,58.85700000000004,0.0,1.0,3.24,13.0,1.0,3.0,1.0
CHEMBL3137358,LLXQGDWGCCKOQP-MVZLLIIPSA-M,SIMEPREVIR SODIUM,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+],Small molecule,4.0,0.0,0.0,771.938,3.042220000000002,198.77549999999945,1.0,10.0,158.95999999999998,53.0,3.0,8.0,7.0
CHEMBL5095351,MKLRQXHTYFRPSC-UHFFFAOYSA-M,SELNOFLAST POTASSIUM,CCN1CCC(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1.[K+],Small molecule,1.0,0.0,0.0,429.6270000000004,0.38770000000000193,106.92550000000007,1.0,4.0,80.58000000000001,28.0,1.0,4.0,4.0
CHEMBL4297324,UNLWPYSYFQLJSV-LMOVPXPDSA-N,REMIMAZOLAM TOSYLATE,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21.Cc1ccc(S(=O)(=O)O)cc1,Small molecule,3.0,0.0,0.0,611.5180000000004,5.425240000000006,150.86159999999975,1.0,8.0,123.74,39.0,4.0,5.0,5.0
CHEMBL4297424,IGLNJRXAVVLDKE-OIOBTWANSA-N,RUBIDIUM RB-82,[82Rb],Small molecule,3.0,0.0,0.0,81.9182086,-0.3808,5.754,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CHEMBL4594415,LIBNJJLUCYWGII-UHFFFAOYSA-N,"1,1'-METHYLENEBIS(4-((HYDROXYIMINO)METHYL)-PYRIDINIUM) DIMETHANESULFONATE",CS(=O)(=O)[O-].CS(=O)(=O)[O-].ON=Cc1cc[n+](C[n+]2ccc(C=NO)cc2)cc1,Small molecule,1.0,0.0,0.0,448.4790000000001,-1.2935999999999945,98.67540000000001,2.0,10.0,187.34,29.0,2.0,4.0,2.0
CHEMBL1201042,GWBBVOVXJZATQQ-UHFFFAOYSA-L,ETIDRONATE DISODIUM,CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],Small molecule,4.0,13.0,20.0,249.99099999999999,-8.248199999999999,30.274399999999993,3.0,5.0,140.95,13.0,0.0,2.0,0.0
CHEMBL545437,NQIZCDQCNYCVAS-RQBPZYBGSA-N,AMIBEGRON HYDROCHLORIDE,CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2.Cl,Small molecule,3.0,4.0,10.0,440.36700000000013,3.884200000000003,116.04550000000003,2.0,5.0,67.79,29.0,2.0,8.0,3.0
CHEMBL1200982,QORQZMBCPRBCAB-UHFFFAOYSA-M,BUTABARBITAL SODIUM,CCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],Small molecule,4.0,0.0,0.0,234.231,-1.4169999999999978,54.08370000000002,1.0,3.0,77.34,16.0,0.0,3.0,1.0
CHEMBL1200549,LVQTUXZKLGXYIU-GWSNJHLMSA-M,RAPACURONIUM BROMIDE,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-],Small molecule,4.0,1.0,8.0,677.8090000000001,3.9162000000000052,170.12739999999954,0.0,5.0,55.839999999999996,44.0,0.0,7.0,6.0
CHEMBL1200616,CPIWHAFLBZQYLQ-UHFFFAOYSA-N,CHLOROTHIAZIDE SODIUM,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],Small molecule,4.0,0.0,0.0,317.71100000000007,-2.2727999999999993,61.522000000000006,1.0,5.0,120.75999999999999,18.0,1.0,1.0,2.0
CHEMBL1200563,GPUADMRJQVPIAS-QCVDVZFFSA-M,CERIVASTATIN SODIUM,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],Small molecule,4.0,14.0,45.0,481.54000000000025,0.5500000000000004,123.81060000000004,2.0,6.0,102.71000000000001,34.0,2.0,11.0,2.0
CHEMBL1200883,WBWDWFZTSDZAIG-UHFFFAOYSA-M,THONZONIUM BROMIDE,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-],Small molecule,4.0,42.0,100.0,591.7230000000002,5.053500000000004,158.23039999999966,0.0,4.0,38.25,38.0,2.0,22.0,2.0
CHEMBL516476,NEDVJZNVOSNSHF-KUMOIWDRSA-N,METHYLATROPINE NITRATE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-],Small molecule,4.0,11.0,25.0,366.4140000000001,1.8363999999999998,94.66260000000005,1.0,6.0,112.73,26.0,1.0,4.0,3.0
CHEMBL1632,VUFGUVLLDPOSBC-XRZFDKQNSA-M,CEPHALOTHIN SODIUM,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1.[Na+],Small molecule,4.0,34.0,54.0,418.4280000000001,-3.738399999999995,91.71170000000002,1.0,8.0,115.84,27.0,1.0,6.0,3.0
CHEMBL4297660,FWYUJENICVGSJH-UHFFFAOYSA-M,SODIUM GLYCIDIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCOC(=O)CN(CC(=O)[O-])CC(=O)OCCn1c([N+](=O)[O-])cnc1C.[Na+],Small molecule,2.0,0.0,0.0,519.4030000000002,-4.644659999999995,110.60180000000004,0.0,15.0,217.89,36.0,2.0,14.0,2.0
CHEMBL1200423,UKIYDXCFKFLIMU-UHFFFAOYSA-M,METRIZOATE SODIUM,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Na+],Small molecule,4.0,0.0,0.0,649.9240000000002,-1.1909999999999994,102.31120000000001,1.0,4.0,89.53999999999999,22.0,1.0,3.0,1.0
CHEMBL1200833,VKFAUCPBMAGVRG-UHFFFAOYSA-N,DIPIVEFRIN HYDROCHLORIDE,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl,Small molecule,4.0,10.0,17.0,387.90400000000005,3.264200000000003,102.75650000000005,2.0,6.0,84.85999999999999,26.0,1.0,5.0,1.0
